Id,No,Major,Course,Score,Credit
20953,252,0,136,95.0,1.0
20954,2,0,4,80.0,2.0
20955,282,1,52,80.0,1.0
20956,53,0,17,73.0,4.0
20957,73,0,21,80.0,1.0
20958,176,0,116,90.0,2.0
20959,271,1,3,78.0,2.0
20960,245,0,109,82.0,3.0
20961,69,0,116,79.0,2
20962,110,0,39,74.0,1.0
20963,430,2,51,83.0,2.0
20964,346,2,187,80.0,0.5
20965,338,1,48,52.0,6.0
20966,344,2,42,78.0,1.0
20967,457,2,191,73.0,3.0
20968,482,2,9,69.0,4.5
20969,49,0,42,60.0,1.0
20970,300,1,40,90.0,1.0
20971,448,2,46,78.0,2.0
20972,444,2,7,85.0,6.0
20973,105,0,8,65.0,6.0
20974,466,2,45,69.0,3.0
20975,488,2,58,69.0,2.0
20976,438,2,11,88.0,1.0
20977,142,0,11,81.0,1.0
20978,204,0,45,60.0,3.0
20979,167,0,42,77.0,1.0
20980,229,0,7,89.0,6.0
20981,36,0,37,80.0,2.0
20982,50,0,49,86.0,1.0
20983,442,2,42,64.0,1.0
20984,154,0,35,62.0,4.0
20985,291,1,180,88.0,2.0
20986,382,2,58,86.0,2.0
20987,447,2,3,81.0,2.0
20988,176,0,56,57.0,3.5
20989,472,2,55,78.0,2.0
20990,133,0,129,78.0,2.5
20991,346,2,19,77.0,3.0
20992,215,0,55,68.0,2.0
20993,455,2,13,80.0,2.0
20994,468,2,73,83.0,0.5
20995,246,0,127,79.0,3.0
20996,202,0,130,78.0,2.5
20997,224,0,56,54.0,3.5
20998,10,0,26,92.0,1.0
20999,66,0,2,80.0,1.0
21000,145,0,7,81.0,6.0
21001,390,2,17,71.0,4.0
21002,351,2,8,87.0,6.0
21003,320,1,45,63.0,3.0
21004,166,0,46,80.0,2.0
21005,76,0,17,72.0,4.0
21006,67,0,16,81.0,4.5
21007,190,0,13,77.0,2.0
21008,303,1,50,83.0,4.0
21009,197,0,129,70.0,2.5
21010,58,0,50,82.0,4.0
21011,54,0,45,70.0,3.0
21012,485,2,48,67.0,6.0
21013,444,2,26,90.0,1.0
21014,348,2,24,91.0,1.0
21015,275,1,31,90.0,1.0
21016,144,0,37,66.0,2.0
21017,199,0,16,78.0,4.5
21018,159,0,40,86.0,1.0
21019,46,0,21,79.8,1.0
21020,409,2,188,88.0,3.0
21021,308,1,109,66.0,3.0
21022,331,1,180,82.0,2.0
21023,251,0,49,83.0,1.0
21024,282,1,20,60.0,4.0
21025,325,1,55,86.0,2.0
21026,454,2,199,85.0,0.5
21027,403,2,23,83.0,2.0
21028,349,2,23,76.0,2.0
21029,292,1,167,86.0,0.5
21030,235,0,11,89.0,1.0
21031,190,0,36,80.0,4.0
21032,446,2,189,87.0,3.0
21033,272,1,48,73.0,6.0
21034,343,1,168,74.0,2.0
21035,147,0,27,99.0,2.0
21036,333,1,157,86.0,1.0
21037,14,0,57,80.0,3.0
21038,437,2,7,88.0,6.0
21039,187,0,119,43.0,3.0
21040,143,0,50,75.0,4.0
21041,21,0,27,87.0,2.0
21042,189,0,2,85.0,1.0
21043,75,0,9,67.0,4.5
21044,211,0,2,86.0,1.0
21045,309,1,6,65.0,4.0
21046,157,0,42,81.0,1.0
21047,44,0,54,86.0,2.0
21048,103,0,49,90.0,1.0
21049,4,0,119,64.0,3.0
21050,428,2,42,90.0,1.0
21051,482,2,42,76.0,1.0
21052,52,0,3,77.0,2.0
21053,68,0,57,63.0,3.0
21054,399,2,58,82.0,2.0
21055,17,0,21,83.0,1.0
21056,62,0,21,87.0,1.0
21057,164,0,50,85.0,4.0
21058,209,0,13,66.0,2.0
21059,43,0,16,80.0,4.5
21060,97,0,7,87.0,6.0
21061,466,2,51,74.0,2.0
21062,459,2,35,91.0,4.0
21063,140,0,40,85.0,1.0
21064,276,1,40,82.0,1.0
21065,186,0,132,76.0,2.5
21066,48,0,25,75.0,3.0
21067,338,1,1,55.0,4.0
21068,55,0,31,95.0,1.0
21069,428,2,123,65.0,2.5
21070,133,0,36,78.0,4.0
21071,127,0,6,73.0,4.0
21072,337,1,161,72.0,2.0
21073,303,1,26,75.0,1.0
21074,278,1,59,78.0,1.0
21075,327,1,42,33.0,1.0
21076,358,2,1,93.0,4.0
21077,75,0,43,67.0,3.0
21078,29,0,41,18.0,1.0
21079,83,0,25,79.0,3
21080,261,1,2,84.0,1.0
21081,156,0,31,90.0,1.0
21082,237,0,53,83.0,3.0
21083,417,2,17,63.0,4.0
21084,322,1,5,62.0,3.0
21085,373,2,59,85.0,1.0
21086,57,0,36,84.0,4.0
21087,16,0,13,86.0,2.0
21088,40,0,26,88.0,1.0
21089,132,0,13,71.0,2.0
21090,164,0,2,94.0,1.0
21091,392,2,187,82.0,0.5
21092,45,0,0,81.0,3.0
21093,150,0,55,73.0,2.0
21094,308,1,46,95.0,2.0
21095,5,0,2,84.0,1.0
21096,488,2,187,78.0,0.5
21097,167,0,40,73.0,1.0
21098,334,1,127,77.0,3.0
21099,461,2,1,64.0,4.0
21100,291,1,48,71.0,6.0
21101,355,2,15,60.0,3.5
21102,465,2,9,79.0,4.5
21103,331,1,167,88.0,0.5
21104,463,2,11,86.0,1.0
21105,316,1,7,85.0,6.0
21106,387,2,11,92.0,1.0
21107,317,1,19,91.0,3.0
21108,322,1,54,85.0,2.0
21109,41,0,34,94.0,2.5
21110,27,0,47,80.0,3.0
21111,434,2,29,90.0,3.0
21112,257,1,51,83.0,2.0
21113,451,2,6,84.0,4.0
21114,310,1,59,80.0,1.0
21115,454,2,55,86.0,2.0
21116,57,0,48,60.0,6.0
21117,120,0,133,83.0,2.5
21118,386,2,31,95.0,1.0
21119,236,0,17,63.0,4.0
21120,106,0,36,78.0,4.0
21121,485,2,43,90.0,3.0
21122,189,0,109,79.0,3.0
21123,428,2,77,75.0,4.0
21124,477,2,109,73.0,3.0
21125,91,0,30,75.0,1.0
21126,218,0,109,68.0,3.0
21127,283,1,35,86.0,4.0
21128,334,1,7,85.0,6.0
21129,482,2,189,98.0,3.0
21130,303,1,54,90.0,2.0
21131,149,0,133,93.0,2.5
21132,168,0,32,94.0,8.0
21133,225,0,122,70.0,2.5
21134,65,0,16,68.0,4.5
21135,337,1,172,67.0,2.0
21136,151,0,47,61.0,3.0
21137,394,2,39,85.0,1.0
21138,123,0,47,70.0,3.0
21139,70,0,111,0.0,2.5
21140,314,1,11,80.0,1.0
21141,194,0,21,65.0,1.0
21142,24,0,42,91.0,1.0
21143,135,0,43,90.0,3.0
21144,403,2,36,81.0,4.0
21145,406,2,3,74.0,2.0
21146,394,2,43,69.0,3.0
21147,129,0,19,63.0,3.0
21148,387,2,48,80.0,6.0
21149,207,0,26,90.0,1.0
21150,290,1,59,78.0,1.0
21151,53,0,21,83.0,1.0
21152,336,1,6,69.0,4.0
21153,485,2,29,98.0,3.0
21154,67,0,37,91.0,2.0
21155,91,0,53,56.0,3.0
21156,317,1,49,90.0,1.0
21157,291,1,30,32.0,1.0
21158,490,2,54,85.0,2.0
21159,17,0,17,45.0,4.0
21160,371,2,24,94.0,1.0
21161,434,2,26,90.0,1.0
21162,67,0,7,85.0,6.0
21163,398,2,59,85.0,1.0
21164,190,0,42,80.0,1.0
21165,110,0,45,65.0,3.0
21166,216,0,0,67.0,3.0
21167,116,0,24,92.0,1.0
21168,337,1,50,75.0,4.0
21169,478,2,45,79.0,3.0
21170,114,0,25,90.0,3.0
21171,326,1,10,71.0,2.0
21172,358,2,188,83.0,3.0
21173,72,0,45,84.0,3.0
21174,487,2,2,91.0,1.0
21175,409,2,24,96.0,1.0
21176,312,1,116,79.0,2.0
21177,177,0,23,81.0,2.0
21178,147,0,12,90.0,1.0
21179,395,2,8,96.0,6.0
21180,126,0,1,54.0,4.0
21181,99,0,12,79.0,1.0
21182,233,0,23,89.0,2.0
21183,484,2,25,79.0,3.0
21184,77,0,24,96.0,1.0
21185,226,0,36,86.0,4.0
21186,170,0,22,75.0,2.0
21187,167,0,57,71.0,3.0
21188,301,1,161,85.0,2.0
21189,429,2,52,71.0,1.0
21190,67,0,47,84.0,3.0
21191,126,0,58,75.0,2.0
21192,411,2,28,85.0,1.0
21193,209,0,133,70.0,2.5
21194,331,1,35,91.0,4.0
21195,456,2,8,72.0,6.0
21196,85,0,110,79.0,3.5
21197,302,1,0,65.0,3.0
21198,72,0,44,81.0,2.5
21199,204,0,5,52.0,3.0
21200,285,1,29,75.0,3.0
21201,389,2,109,83.0,3.0
21202,45,0,57,79.0,3.0
21203,438,2,22,74.0,2.0
21204,164,0,131,85.0,2.5
21205,177,0,53,85.0,3.0
21206,426,2,199,90.0,0.5
21207,188,0,13,70.0,2.0
21208,189,0,125,82.0,1.0
21209,55,0,58,84.0,2.0
21210,437,2,1,60.0,4.0
21211,374,2,190,72.0,3.0
21212,300,1,11,77.0,1.0
21213,466,2,17,67.0,4.0
21214,133,0,20,41.0,4.0
21215,490,2,32,90.0,8.0
21216,398,2,8,71.0,6.0
21217,32,0,35,82.0,4.0
21218,476,2,52,73.0,1.0
21219,132,0,19,83.0,3.0
21220,330,1,10,69.0,2.0
21221,187,0,40,88.0,1.0
21222,57,0,31,89.0,1.0
21223,369,2,195,85.0,2.0
21224,100,0,32,89.0,8.0
21225,338,1,21,70.0,1.0
21226,8,0,1,61.0,4.0
21227,150,0,0,76.0,3.0
21228,447,2,48,61.0,6.0
21229,106,0,52,78.0,1.0
21230,395,2,20,92.0,4.0
21231,252,0,80,69.0,2.0
21232,93,0,45,70.0,3.0
21233,305,1,55,85.0,2.0
21234,86,0,37,64.0,2.0
21235,117,0,58,65.0,2.0
21236,44,0,30,60.0,1.0
21237,117,0,30,86.0,1.0
21238,445,2,29,93.0,3.0
21239,287,1,165,76.0,3.0
21240,182,0,17,66.0,4.0
21241,95,0,1,89.2,4.0
21242,436,2,28,40.0,1.0
21243,98,0,35,71.0,4.0
21244,221,0,7,86.0,6.0
21245,295,1,8,74.0,6.0
21246,470,2,54,85.0,2.0
21247,368,2,188,80.0,3.0
21248,386,2,13,80.0,2.0
21249,271,1,167,80.0,0.5
21250,144,0,43,78.0,3.0
21251,136,0,50,82.0,4.0
21252,199,0,49,90.0,1.0
21253,425,2,9,66.0,4.5
21254,210,0,10,75.0,2.0
21255,411,2,54,87.0,2.0
21256,244,0,1,62.0,4.0
21257,489,2,59,86.0,1.0
21258,13,0,105,89.0,3.0
21259,253,1,102,93.0,2.0
21260,61,0,28,87.0,1.0
21261,490,2,187,79.0,0.5
21262,435,2,50,80.0,4.0
21263,341,1,123,0.0,2.5
21264,128,0,5,79.0,3.0
21265,169,0,55,85.0,2.0
21266,32,0,31,95.0,1.0
21267,393,2,51,90.0,2.0
21268,255,1,10,65.0,2.0
21269,261,1,29,84.0,3.0
21270,153,0,49,78.0,1.0
21271,341,1,17,63.0,4.0
21272,239,0,9,73.0,4.5
21273,451,2,54,85.0,2.0
21274,387,2,191,82.0,3.0
21275,474,2,11,86.0,1.0
21276,207,0,8,71.0,6.0
21277,188,0,43,63.0,3.0
21278,151,0,24,96.0,1.0
21279,306,1,46,90.0,2.0
21280,240,0,36,70.0,4.0
21281,443,2,2,92.4,1.0
21282,249,0,126,86.0,2.5
21283,150,0,52,60.0,1.0
21284,361,2,13,80.0,2.0
21285,246,0,134,82.0,2.5
21286,457,2,22,70.0,2.0
21287,210,0,58,87.0,2.0
21288,27,0,14,60.0,3.0
21289,40,0,23,77.0,2.0
21290,303,1,48,89.0,6.0
21291,216,0,14,77.0,3.0
21292,21,0,47,50.0,3.0
21293,140,0,30,66.0,1.0
21294,451,2,1,71.0,4.0
21295,293,1,105,87.0,3.0
21296,426,2,105,92.0,3.0
21297,341,1,50,70.0,4.0
21298,245,0,25,95.0,3.0
21299,142,0,58,83.0,2.0
21300,179,0,4,66.0,2.0
21301,455,2,43,69.0,3.0
21302,371,2,10,75.0,2.0
21303,413,2,28,92.0,1.0
21304,218,0,55,60.0,2.0
21305,460,2,200,60.0,3.0
21306,198,0,24,90.0,1.0
21307,34,0,13,75.0,2.0
21308,403,2,2,75.0,1.0
21309,191,0,125,81.0,1.0
21310,7,0,3,77.0,2.0
21311,88,0,4,75.0,2.0
21312,132,0,36,86.0,4.0
21313,125,0,6,61.0,4.0
21314,133,0,49,89.0,1.0
21315,249,0,8,75.0,6.0
21316,89,0,112,85.0,3.0
21317,12,0,53,66.0,3.0
21318,352,2,16,83.0,4.5
21319,457,2,190,87.0,3.0
21320,76,0,27,99.0,2.0
21321,96,0,40,90.0,1.0
21322,22,0,35,86.0,4.0
21323,349,2,25,85.0,3.0
21324,272,1,7,80.0,6.0
21325,63,0,32,85.0,8.0
21326,64,0,36,72.0,4.0
21327,212,0,26,85.0,1.0
21328,288,1,11,73.0,1.0
21329,70,0,2,90.0,1.0
21330,313,1,20,38.0,4.0
21331,79,0,3,78.0,2.0
21332,483,2,35,68.0,4.0
21333,373,2,10,68.0,2.0
21334,196,0,40,80.0,1.0
21335,335,1,12,75.0,1.0
21336,386,2,77,69.0,4.0
21337,261,1,54,91.0,2.0
21338,267,1,45,85.0,3.0
21339,180,0,54,90.0,2.0
21340,211,0,55,71.0,2.0
21341,376,2,39,84.0,1.0
21342,49,0,43,71.0,3.0
21343,385,2,6,77.0,4.0
21344,194,0,22,61.0,2.0
21345,108,0,49,84.0,1.0
21346,332,1,153,54.0,3.0
21347,211,0,17,73.0,4.0
21348,417,2,21,79.0,1.0
21349,208,0,13,72.0,2.0
21350,377,2,54,90.0,2.0
21351,290,1,37,80.0,2.0
21352,195,0,56,66.0,3.5
21353,334,1,146,73.0,3.0
21354,41,0,38,98.0,2.0
21355,4,0,6,67.0,4.0
21356,302,1,116,88.0,2.0
21357,365,2,22,75.0,2.0
21358,436,2,49,91.0,1.0
21359,143,0,36,76.0,4.0
21360,331,1,46,84.0,2.0
21361,342,1,163,23.0,3.5
21362,92,0,3,82.0,2.0
21363,492,2,109,86.0,3.0
21364,443,2,25,76.8,3.0
21365,246,0,25,92.0,3.0
21366,50,0,39,0.0,1.0
21367,148,0,46,90.0,2.0
21368,335,1,1,44.0,4.0
21369,245,0,16,84.0,4.5
21370,193,0,22,76.0,2.0
21371,305,1,10,72.0,2.0
21372,2,0,84,92.0,2.0
21373,129,0,8,72.0,6.0
21374,424,2,31,95.0,1.0
21375,249,0,11,84.0,1.0
21376,159,0,34,95.0,2.5
21377,108,0,0,79.0,3.0
21378,151,0,25,88.0,3.0
21379,184,0,9,70.0,4.5
21380,290,1,49,73.0,1.0
21381,137,0,34,88.0,2.5
21382,408,2,6,71.0,4.0
21383,64,0,25,54.0,3
21384,472,2,48,96.0,6.0
21385,150,0,121,89.0,2.0
21386,163,0,7,88.0,6.0
21387,413,2,21,77.0,1.0
21388,271,1,58,63.0,2.0
21389,347,2,32,75.0,8.0
21390,92,0,40,97.0,1.0
21391,43,0,30,79.0,1.0
21392,300,1,124,86.0,0.5
21393,446,2,5,55.0,3.0
21394,283,1,52,70.0,1.0
21395,64,0,16,64.0,4.5
21396,186,0,28,87.0,1.0
21397,387,2,50,74.0,4.0
21398,419,2,187,80.0,0.5
21399,268,1,1,70.0,4.0
21400,20,0,122,60.0,2.5
21401,336,1,157,82.0,1.0
21402,307,1,7,74.0,6.0
21403,336,1,42,60.0,1.0
21404,41,0,10,81.0,2.0
21405,223,0,52,87.0,1.0
21406,118,0,19,87.0,3.0
21407,191,0,2,84.0,1.0
21408,454,2,58,66.0,2.0
21409,158,0,6,75.0,4.0
21410,115,0,54,85.0,2.0
21411,105,0,7,90.0,6.0
21412,55,0,20,72.0,4.0
21413,378,2,105,77.0,3.0
21414,31,0,57,69.0,3.0
21415,35,0,6,70.0,4.0
21416,360,2,24,95.0,1.0
21417,150,0,45,61.0,3.0
21418,62,0,6,65.0,4.0
21419,41,0,41,83.0,1.0
21420,285,1,30,60.0,1.0
21421,318,1,24,100.0,1.0
21422,316,1,146,75.0,3.0
21423,371,2,194,87.0,2.0
21424,478,2,32,90.0,8.0
21425,246,0,113,79.0,2.5
21426,193,0,24,82.0,1.0
21427,258,1,116,91.0,2.0
21428,275,1,59,91.0,1.0
21429,359,2,188,81.0,3.0
21430,295,1,13,74.0,2.0
21431,383,2,21,87.0,1.0
21432,21,0,39,65.0,1.0
21433,68,0,56,82.0,3.5
21434,107,0,55,64.0,2.0
21435,215,0,29,76.0,3.0
21436,383,2,11,85.0,1.0
21437,242,0,17,69.0,4.0
21438,28,0,58,75.0,2.0
21439,82,0,32,93.0,8.0
21440,401,2,48,92.0,6.0
21441,352,2,40,87.0,1.0
21442,374,2,58,56.0,2.0
21443,294,1,31,85.0,1.0
21444,363,2,52,81.0,1.0
21445,195,0,45,33.0,3.0
21446,241,0,27,96.0,2.0
21447,67,0,42,83.0,1.0
21448,48,0,22,74.0,2.0
21449,375,2,55,83.0,2.0
21450,451,2,26,80.0,1.0
21451,21,0,57,63.0,3.0
21452,366,2,7,82.0,6.0
21453,56,0,15,82.0,3.5
21454,456,2,1,60.0,4.0
21455,364,2,77,78.0,4.0
21456,431,2,28,86.0,1.0
21457,188,0,129,80.0,2.5
21458,372,2,57,81.0,3.0
21459,162,0,125,69.0,1.0
21460,374,2,29,79.0,3.0
21461,438,2,51,81.0,2.0
21462,358,2,58,82.0,2.0
21463,451,2,31,95.0,1.0
21464,17,0,15,42.0,3.5
21465,228,0,26,80.0,1.0
21466,295,1,6,63.0,4.0
21467,377,2,6,73.0,4.0
21468,227,0,13,64.0,2.0
21469,246,0,13,80.0,2.0
21470,58,0,48,80.0,6.0
21471,423,2,8,81.0,6.0
21472,139,0,109,56.0,3.0
21473,347,2,29,79.0,3.0
21474,248,0,30,61.0,1.0
21475,62,0,16,79.0,4.5
21476,109,0,127,74.0,3.0
21477,43,0,22,77.0,2.0
21478,3,0,26,76.0,1.0
21479,88,0,113,80.0,2.5
21480,21,0,48,68.0,6.0
21481,79,0,36,86.0,4.0
21482,224,0,21,70.0,1.0
21483,267,1,179,89.0,2.0
21484,471,2,17,72.0,4.0
21485,255,1,2,92.0,1.0
21486,464,2,55,78.0,2.0
21487,88,0,55,92.0,2.0
21488,472,2,5,68.0,3.0
21489,277,1,116,88.0,2.0
21490,474,2,105,75.0,3.0
21491,298,1,146,76.0,3.0
21492,401,2,28,80.0,1.0
21493,37,0,27,89.0,2.0
21494,182,0,51,78.0,2.0
21495,303,1,46,83.0,2.0
21496,377,2,48,83.0,6.0
21497,311,1,1,76.0,4.0
21498,367,2,23,82.0,2.0
21499,341,1,21,78.0,1.0
21500,333,1,180,89.0,2.0
21501,466,2,11,88.0,1.0
21502,380,2,16,84.0,4.5
21503,267,1,1,84.0,4.0
21504,286,1,26,76.0,1.0
21505,285,1,58,71.0,2.0
21506,274,1,36,86.0,4.0
21507,238,0,7,84.0,6.0
21508,346,2,24,93.0,1.0
21509,279,1,55,79.0,2.0
21510,124,0,21,81.0,1.0
21511,19,0,114,80.0,3.0
21512,306,1,172,82.0,2.0
21513,303,1,28,86.0,1.0
21514,168,0,8,64.0,6.0
21515,141,0,136,85.0,1.0
21516,107,0,13,81.0,2.0
21517,67,0,1,70.0,4.0
21518,45,0,29,81.0,3.0
21519,450,2,191,70.0,3.0
21520,323,1,36,81.0,4.0
21521,62,0,23,82.0,2.0
21522,381,2,15,60.0,3.5
21523,341,1,55,83.0,2.0
21524,484,2,73,83.0,0.5
21525,377,2,31,100.0,1.0
21526,212,0,5,51.0,3.0
21527,334,1,176,79.0,2.0
21528,482,2,31,90.0,1.0
21529,485,2,59,86.0,1.0
21530,395,2,77,87.0,4.0
21531,38,0,51,69.0,2.0
21532,95,0,51,83.0,2.0
21533,336,1,3,76.0,2.0
21534,247,0,54,90.0,2.0
21535,342,1,109,71.0,3.0
21536,1,0,31,100.0,1.0
21537,455,2,16,76.0,4.5
21538,87,0,49,93.0,1.0
21539,267,1,173,95.0,1.0
21540,428,2,105,64.0,3.0
21541,403,2,42,53.0,1.0
21542,286,1,12,85.0,1.0
21543,182,0,20,62.0,4.0
21544,149,0,109,88.0,3.0
21545,203,0,25,78.0,3.0
21546,214,0,49,87.0,1.0
21547,60,0,25,90.0,3.0
21548,210,0,43,84.0,3.0
21549,5,0,24,99.0,1.0
21550,276,1,172,82.0,2.0
21551,76,0,3,84.0,2.0
21552,119,0,25,83.0,3.0
21553,280,1,43,76.0,3.0
21554,383,2,29,84.0,3.0
21555,421,2,58,77.0,2.0
21556,59,0,12,84.0,1.0
21557,418,2,10,77.0,2.0
21558,3,0,22,83.0,2.0
21559,150,0,48,60.0,6.0
21560,111,0,26,85.0,1.0
21561,224,0,9,54.0,4.5
21562,19,0,39,69.0,1.0
21563,180,0,113,69.0,2.5
21564,35,0,8,49.0,6.0
21565,98,0,131,84.0,2.5
21566,98,0,32,95.0,8.0
21567,254,1,157,85.0,1.0
21568,456,2,105,65.0,3.0
21569,327,1,59,88.0,1.0
21570,331,1,43,90.0,3.0
21571,314,1,35,85.0,4.0
21572,127,0,13,70.0,2.0
21573,307,1,23,82.0,2.0
21574,44,0,9,68.0,4.5
21575,93,0,54,84.0,2.0
21576,452,2,5,87.0,3.0
21577,372,2,188,89.0,3.0
21578,371,2,42,89.0,1.0
21579,293,1,163,91.0,3.5
21580,355,2,3,75.0,2.0
21581,394,2,19,78.0,3.0
21582,80,0,35,73.0,4.0
21583,375,2,35,84.0,4.0
21584,293,1,37,82.0,2.0
21585,91,0,54,86.0,2.0
21586,370,2,39,86.0,1.0
21587,77,0,35,49.0,4.0
21588,446,2,10,68.0,2.0
21589,57,0,40,90.0,1.0
21590,22,0,3,76.0,2.0
21591,294,1,6,60.0,4.0
21592,257,1,22,76.0,2.0
21593,124,0,51,90.0,2.0
21594,181,0,26,85.0,1.0
21595,491,2,29,87.0,3.0
21596,115,0,59,85.0,1.0
21597,57,0,9,75.8,4.5
21598,125,0,54,90.0,2.0
21599,31,0,55,73.0,2.0
21600,53,0,27,84.0,2.0
21601,140,0,109,66.0,3.0
21602,342,1,116,89.0,2.0
21603,450,2,12,87.0,1.0
21604,135,0,48,87.0,6.0
21605,443,2,59,90.0,1.0
21606,60,0,36,86.0,4.0
21607,105,0,6,73.0,4.0
21608,241,0,55,65.0,2.0
21609,348,2,30,85.0,1.0
21610,17,0,123,0.0,2.5
21611,187,0,0,81.0,3.0
21612,107,0,20,69.0,4.0
21613,206,0,122,65.0,2.5
21614,339,1,2,75.0,1.0
21615,185,0,1,37.0,4.0
21616,308,1,10,49.0,2.0
21617,487,2,3,81.0,2.0
21618,469,2,37,89.0,2.0
21619,445,2,187,88.0,0.5
21620,374,2,23,76.0,2.0
21621,135,0,12,78.0,1.0
21622,291,1,58,77.0,2.0
21623,478,2,191,75.0,3.0
21624,263,1,162,77.0,3.0
21625,227,0,21,76.0,1.0
21626,120,0,17,66.0,4.0
21627,74,0,43,82.0,3.0
21628,3,0,3,78.0,2.0
21629,214,0,55,73.0,2.0
21630,153,0,45,69.0,3.0
21631,115,0,58,60.0,2.0
21632,219,0,0,83.0,3.0
21633,426,2,189,100.0,3.0
21634,326,1,26,85.0,1.0
21635,260,1,36,84.0,4.0
21636,321,1,180,85.0,2.0
21637,191,0,16,85.0,4.5
21638,258,1,165,86.0,3.0
21639,254,1,73,82.0,0.5
21640,396,2,35,77.0,4.0
21641,378,2,26,84.0,1.0
21642,395,2,49,85.0,1.0
21643,122,0,137,85.0,2.5
21644,284,1,153,51.0,3.0
21645,482,2,109,72.0,3.0
21646,37,0,12,74.0,1.0
21647,436,2,48,80.0,6.0
21648,337,1,116,92.0,2.0
21649,65,0,8,74.0,6.0
21650,78,0,13,78.0,2.0
21651,32,0,50,76.0,4.0
21652,395,2,17,74.0,4.0
21653,400,2,50,67.0,4.0
21654,415,2,8,78.0,6.0
21655,7,0,6,68.0,4.0
21656,269,1,124,93.0,0.5
21657,110,0,26,85.0,1.0
21658,325,1,42,92.0,1.0
21659,84,0,6,63.0,4.0
21660,266,1,13,77.0,2.0
21661,384,2,191,85.0,3.0
21662,294,1,165,86.0,3.0
21663,99,0,9,81.0,4.5
21664,364,2,187,77.0,0.5
21665,486,2,40,90.0,1.0
21666,40,0,42,82.0,1.0
21667,121,0,3,60.0,2.0
21668,463,2,22,81.0,2.0
21669,229,0,43,73.0,3.0
21670,89,0,0,80.0,3.0
21671,115,0,20,72.0,4.0
21672,407,2,191,80.0,3.0
21673,17,0,34,71.0,2.5
21674,437,2,191,76.0,3.0
21675,316,1,10,69.0,2.0
21676,370,2,50,80.0,4.0
21677,161,0,43,86.0,3.0
21678,390,2,188,87.0,3.0
21679,336,1,1,59.0,4.0
21680,17,0,12,83.0,1.0
21681,306,1,180,83.0,2.0
21682,179,0,27,93.0,2.0
21683,457,2,21,81.0,1.0
21684,406,2,36,86.0,4.0
21685,261,1,175,88.0,1.0
21686,312,1,161,62.0,2.0
21687,294,1,46,90.0,2.0
21688,105,0,21,77.0,1.0
21689,299,1,157,90.0,1.0
21690,286,1,8,84.0,6.0
21691,22,0,37,82.0,2.0
21692,260,1,180,86.0,2.0
21693,122,0,58,64.0,2.0
21694,285,1,28,85.0,1.0
21695,197,0,26,80.0,1.0
21696,320,1,35,83.0,4.0
21697,278,1,165,85.0,3.0
21698,3,0,118,69.0,3.0
21699,166,0,35,87.0,4.0
21700,472,2,3,82.0,2.0
21701,72,0,55,81.0,2.0
21702,268,1,48,68.0,6.0
21703,385,2,48,84.0,6.0
21704,142,0,35,94.0,4.0
21705,99,0,30,78.0,1.0
21706,380,2,17,69.0,4.0
21707,120,0,51,81.0,2.0
21708,398,2,191,72.0,3.0
21709,353,2,105,85.0,3.0
21710,240,0,37,60.0,2.0
21711,180,0,40,91.0,1.0
21712,80,0,3,68.0,2.0
21713,112,0,109,72.0,3.0
21714,254,1,145,65.0,1.0
21715,1,0,44,64.0,2.5
21716,488,2,16,79.0,4.5
21717,241,0,2,90.0,1.0
21718,483,2,25,71.0,3.0
21719,377,2,35,85.0,4.0
21720,425,2,8,79.0,6.0
21721,273,1,28,87.0,1.0
21722,308,1,25,85.0,3.0
21723,469,2,57,78.0,3.0
21724,410,2,30,93.0,1.0
21725,377,2,19,97.0,3.0
21726,357,2,1,85.0,4.0
21727,307,1,36,71.0,4.0
21728,276,1,59,83.0,1.0
21729,16,0,27,88.0,2.0
21730,321,1,165,88.0,3.0
21731,429,2,187,86.0,0.5
21732,69,0,37,83.0,2.0
21733,89,0,7,85.0,6.0
21734,147,0,16,81.0,4.5
21735,272,1,6,70.0,4.0
21736,357,2,25,89.0,3.0
21737,82,0,8,73.0,6.0
21738,319,1,35,75.0,4.0
21739,392,2,48,99.0,6.0
21740,253,1,149,73.0,3.0
21741,386,2,57,81.0,3.0
21742,75,0,13,73.0,2.0
21743,235,0,50,81.0,4.0
21744,198,0,27,95.0,2.0
21745,444,2,20,36.0,4.0
21746,395,2,46,80.0,2.0
21747,226,0,29,94.0,3.0
21748,26,0,28,71.0,1.0
21749,429,2,24,83.0,1.0
21750,148,0,135,85.0,1.0
21751,252,0,131,84.0,2.5
21752,218,0,37,77.0,2.0
21753,155,0,45,73.0,3.0
21754,485,2,105,72.0,3.0
21755,11,0,54,84.0,2.0
21756,408,2,52,76.0,1.0
21757,178,0,1,60.0,4.0
21758,130,0,9,78.0,4.5
21759,60,0,52,78.0,1.0
21760,128,0,28,75.0,1.0
21761,42,0,52,80.0,1.0
21762,152,0,53,79.0,3.0
21763,462,2,11,81.0,1.0
21764,38,0,1,66.0,4.0
21765,441,2,25,92.0,3.0
21766,64,0,3,60.0,2.0
21767,206,0,0,77.0,3.0
21768,477,2,43,81.0,3.0
21769,161,0,5,66.0,3.0
21770,251,0,6,70.0,4.0
21771,62,0,57,74.0,3.0
21772,172,0,12,87.0,1.0
21773,301,1,10,80.0,2.0
21774,141,0,129,90.0,2.5
